order_id ,date
6287,"2016, 04, 16"
11929,"2016, 07, 18"
9936,"2016, 06, 15"
95,"2016, 01, 02"
1739,"2016, 01, 30"
11019,"2016, 07, 04"
2586,"2016, 02, 12"
13337,"2016, 08, 10"
14273,"2016, 08, 26"
1281,"2016, 01, 22"
292,"2016, 01, 05"
18469,"2016, 11, 11"
13250,"2016, 08, 09"
1009,"2016, 01, 17"
6938,"2016, 04, 26"
15394,"2016, 09, 14"
16218,"2016, 09, 30"
13183,"2016, 08, 08"
985,"2016, 01, 17"
12769,"2016, 08, 01"
2232,"2016, 02, 06"
4634,"2016, 03, 19"
14722,"2016, 09, 03"
9795,"2016, 06, 13"
3452,"2016, 02, 27"
1031,"2016, 01, 18"
8497,"2016, 05, 22"
12848,"2016, 08, 02"
11073,"2016, 07, 04"
15339,"2016, 09, 13"
19881,"2016, 04, 12"
19395,"2016, 11, 26"
17704,"2016, 10, 29"
19773,"2016, 12, 02"
20248,"2016, 12, 10"
466,"2016, 01, 08"
7383,"2016, 05, 04"
11352,"2016, 07, 09"
2267,"2016, 02, 07"
3975,"2016, 03, 08"
8686,"2016, 05, 25"
1006,"2016, 01, 17"
1079,"2016, 01, 18"
17752,"2016, 10, 30"
5183,"2016, 03, 28"
12469,"2016, 07, 27"
4371,"2016, 03, 15"
12053,"2016, 07, 20"
1974,"2016, 02, 02"
6897,"2016, 04, 26"
16530,"2016, 06, 10"
9602,"2016, 06, 10"
21224,"2016, 12, 29"
17008,"2016, 10, 15"
9459,"2016, 06, 08"
3620,"2016, 03, 02"
20831,"2016, 12, 20"
20045,"2016, 12, 07"
2975,"2016, 02, 19"
16180,"2016, 09, 30"
4010,"2016, 03, 09"
19254,"2016, 11, 25"
15782,"2016, 09, 21"
18961,"2016, 11, 20"
251,"2016, 01, 04"
10443,"2016, 06, 24"
12930,"2016, 08, 04"
13660,"2016, 08, 15"
15705,"2016, 09, 19"
4515,"2016, 03, 17"
13130,"2016, 08, 07"
1769,"2016, 01, 30"
15495,"2016, 09, 16"
3502,"2016, 02, 28"
11351,"2016, 09, 07"
14644,"2016, 09, 02"
15974,"2016, 09, 26"
3608,"2016, 03, 02"
14346,"2016, 08, 28"
855,"2016, 01, 15"
20030,"2016, 12, 06"
14727,"2016, 09, 03"
14160,"2016, 08, 24"
6613,"2016, 04, 21"
20414,"2016, 12, 13"
13215,"2016, 08, 08"
7591,"2016, 08, 05"
21271,"2016, 12, 30"
14009,"2016, 08, 21"
20745,"2016, 12, 18"
11515,"2016, 11, 07"
19575,"2016, 11, 29"
1941,"2016, 02, 02"
4103,"2016, 10, 03"
11934,"2016, 07, 18"
11641,"2016, 07, 14"
12727,"2016, 07, 31"
19419,"2016, 11, 27"
6952,"2016, 04, 27"
542,"2016, 01, 09"
2907,"2016, 02, 18"
14096,"2016, 08, 23"
14101,"2016, 08, 23"
9531,"2016, 06, 09"
7113,"2016, 04, 30"
8022,"2016, 05, 15"
8299,"2016, 05, 19"
12084,"2016, 07, 21"
6689,"2016, 04, 22"
2544,"2016, 12, 02"
5639,"2016, 05, 04"
13318,"2016, 08, 10"
5432,"2016, 04, 01"
17979,"2016, 02, 11"
17296,"2016, 10, 21"
9277,"2016, 06, 05"
5276,"2016, 03, 30"
4417,"2016, 03, 16"
10337,"2016, 06, 23"
7577,"2016, 05, 07"
16370,"2016, 10, 02"
5948,"2016, 04, 10"
11311,"2016, 07, 08"
15131,"2016, 10, 09"
12830,"2016, 08, 02"
904,"2016, 01, 15"
11748,"2016, 07, 15"
6481,"2016, 04, 19"
20836,"2016, 12, 20"
7904,"2016, 05, 13"
12251,"2016, 07, 24"
8025,"2016, 05, 15"
10617,"2016, 06, 27"
20219,"2016, 12, 10"
9099,"2016, 06, 02"
16424,"2016, 10, 03"
19624,"2016, 11, 30"
18691,"2016, 11, 15"
9774,"2016, 06, 13"
19464,"2016, 11, 27"
10508,"2016, 06, 25"
17204,"2016, 10, 18"
14939,"2016, 09, 07"
6646,"2016, 04, 22"
2614,"2016, 02, 13"
10722,"2016, 06, 29"
20434,"2016, 12, 13"
3892,"2016, 03, 07"
7716,"2016, 05, 10"
3161,"2016, 02, 22"
8769,"2016, 05, 27"
15239,"2016, 09, 12"
4272,"2016, 03, 13"
3617,"2016, 02, 03"
17717,"2016, 10, 29"
16824,"2016, 10, 11"
12067,"2016, 07, 21"
9233,"2016, 06, 04"
17009,"2016, 10, 15"
1183,"2016, 01, 20"
3867,"2016, 03, 06"
16224,"2016, 09, 30"
6263,"2016, 04, 15"
432,"2016, 01, 08"
14774,"2016, 09, 04"
9824,"2016, 06, 14"
14551,"2016, 08, 31"
1667,"2016, 01, 28"
5682,"2016, 04, 06"
13581,"2016, 08, 14"
16568,"2016, 10, 07"
2353,"2016, 02, 08"
7428,"2016, 05, 05"
8292,"2016, 05, 19"
1165,"2016, 01, 20"
5163,"2016, 03, 28"
13168,"2016, 08, 08"
2408,"2016, 02, 09"
5319,"2016, 03, 31"
8114,"2016, 05, 16"
16379,"2016, 10, 03"
1425,"2016, 01, 24"
10764,"2016, 06, 30"
13678,"2016, 08, 16"
14135,"2016, 08, 24"
11426,"2016, 10, 07"
2237,"2016, 06, 02"
8049,"2016, 05, 15"
2400,"2016, 02, 09"
18945,"2016, 11, 19"
18052,"2016, 11, 04"
6992,"2016, 04, 27"
19921,"2016, 12, 05"
6213,"2016, 04, 15"
10869,"2016, 07, 02"
20696,"2016, 12, 18"
14119,"2016, 08, 23"
3928,"2016, 07, 03"
5547,"2016, 03, 04"
2725,"2016, 02, 15"
1608,"2016, 01, 27"
16805,"2016, 11, 10"
5893,"2016, 09, 04"
18208,"2016, 11, 06"
12629,"2016, 07, 30"
18226,"2016, 11, 07"
11985,"2016, 07, 19"
1524,"2016, 01, 26"
4178,"2016, 03, 12"
9712,"2016, 06, 12"
6519,"2016, 04, 20"
2597,"2016, 02, 13"
15783,"2016, 09, 21"
13880,"2016, 08, 19"
5448,"2016, 04, 02"
14237,"2016, 08, 26"
18077,"2016, 11, 04"
7650,"2016, 05, 09"
10745,"2016, 06, 30"
3084,"2016, 02, 21"
2509,"2016, 02, 11"
14607,"2016, 01, 09"
10724,"2016, 06, 29"
8747,"2016, 05, 27"
12536,"2016, 07, 28"
20797,"2016, 12, 19"
2045,"2016, 02, 03"
3561,"2016, 03, 01"
15575,"2016, 09, 17"
18944,"2016, 11, 19"
16751,"2016, 10, 10"
16284,"2016, 01, 10"
1692,"2016, 01, 29"
17923,"2016, 11, 01"
11012,"2016, 03, 07"
6852,"2016, 04, 25"
2565,"2016, 12, 02"
6057,"2016, 12, 04"
4234,"2016, 03, 13"
7496,"2016, 06, 05"
1151,"2016, 01, 20"
7390,"2016, 05, 04"
17354,"2016, 10, 22"
7655,"2016, 09, 05"
124,"2016, 01, 02"
9344,"2016, 06, 06"
7619,"2016, 05, 08"
20984,"2016, 12, 22"
7881,"2016, 05, 12"
14392,"2016, 08, 28"
12520,"2016, 07, 28"
13511,"2016, 08, 14"
20500,"2016, 12, 14"
10123,"2016, 06, 19"
12756,"2016, 08, 01"
12107,"2016, 07, 21"
8485,"2016, 05, 22"
17701,"2016, 10, 29"
10637,"2016, 06, 27"
5928,"2016, 04, 10"
7036,"2016, 04, 28"
16482,"2016, 10, 04"
18669,"2016, 11, 14"
3054,"2016, 02, 20"
19108,"2016, 11, 22"
10886,"2016, 07, 02"
16483,"2016, 10, 04"
13993,"2016, 08, 21"
4684,"2016, 03, 20"
8947,"2016, 05, 30"
4238,"2016, 03, 13"
17911,"2016, 11, 01"
5667,"2016, 04, 05"
20989,"2016, 12, 22"
12032,"2016, 07, 20"
17558,"2016, 10, 25"
14953,"2016, 07, 09"
17179,"2016, 10, 18"
10563,"2016, 06, 26"
1307,"2016, 01, 22"
13656,"2016, 08, 15"
7060,"2016, 04, 29"
18126,"2016, 11, 05"
12003,"2016, 07, 20"
12969,"2016, 08, 05"
4587,"2016, 03, 18"
21110,"2016, 12, 26"
13406,"2016, 08, 12"
20,"2016, 01, 01"
15413,"2016, 09, 15"
8837,"2016, 05, 28"
5940,"2016, 04, 10"
13143,"2016, 08, 07"
5025,"2016, 03, 26"
2351,"2016, 02, 08"
12913,"2016, 08, 04"
7837,"2016, 05, 12"
16245,"2016, 10, 01"
19574,"2016, 11, 29"
16881,"2016, 10, 13"
9208,"2016, 06, 04"
3804,"2016, 05, 03"
20224,"2016, 12, 10"
13996,"2016, 08, 21"
1525,"2016, 01, 26"
18241,"2016, 11, 07"
19232,"2016, 11, 25"
1932,"2016, 02, 01"
11115,"2016, 07, 04"
677,"2016, 01, 11"
15249,"2016, 09, 12"
15008,"2016, 09, 08"
15157,"2016, 09, 11"
20383,"2016, 12, 12"
18121,"2016, 11, 05"
1243,"2016, 01, 21"
18014,"2016, 11, 03"
2240,"2016, 02, 06"
11645,"2016, 07, 14"
15355,"2016, 09, 14"
12435,"2016, 07, 27"
20253,"2016, 12, 10"
4547,"2016, 03, 18"
7215,"2016, 01, 05"
7676,"2016, 05, 09"
8690,"2016, 05, 26"
11273,"2016, 07, 07"
2077,"2016, 02, 04"
5348,"2016, 03, 31"
12895,"2016, 08, 03"
3820,"2016, 03, 06"
9692,"2016, 06, 12"
20742,"2016, 12, 18"
11478,"2016, 07, 11"
10620,"2016, 06, 27"
18988,"2016, 11, 20"
14393,"2016, 08, 28"
7587,"2016, 05, 08"
8320,"2016, 05, 19"
1652,"2016, 01, 28"
3964,"2016, 03, 08"
10696,"2016, 06, 29"
7561,"2016, 05, 07"
10093,"2016, 06, 18"
16441,"2016, 10, 04"
16708,"2016, 10, 09"
14483,"2016, 08, 30"
6241,"2016, 04, 15"
15749,"2016, 09, 20"
2740,"2016, 02, 15"
14388,"2016, 08, 28"
3119,"2016, 02, 21"
4152,"2016, 11, 03"
3787,"2016, 03, 05"
9008,"2016, 05, 31"
17283,"2016, 10, 21"
15680,"2016, 09, 19"
1857,"2016, 02, 01"
12289,"2016, 07, 24"
12115,"2016, 07, 22"
7201,"2016, 05, 01"
12416,"2016, 07, 26"
15830,"2016, 09, 22"
2498,"2016, 11, 02"
20244,"2016, 12, 10"
17868,"2016, 10, 31"
19861,"2016, 12, 04"
10779,"2016, 06, 30"
18058,"2016, 11, 04"
148,"2016, 01, 03"
13470,"2016, 08, 13"
20720,"2016, 12, 18"
9951,"2016, 06, 16"
279,"2016, 01, 05"
13302,"2016, 08, 10"
17089,"2016, 10, 16"
3196,"2016, 02, 23"
8306,"2016, 05, 19"
10626,"2016, 06, 27"
8804,"2016, 05, 28"
4592,"2016, 03, 18"
19846,"2016, 12, 03"
14930,"2016, 09, 07"
6827,"2016, 04, 25"
4514,"2016, 03, 17"
4985,"2016, 03, 25"
11060,"2016, 07, 04"
1353,"2016, 01, 23"
13664,"2016, 08, 16"
10964,"2016, 07, 03"
3144,"2016, 02, 22"
10506,"2016, 06, 25"
21059,"2016, 12, 24"
12260,"2016, 07, 24"
2826,"2016, 02, 16"
12533,"2016, 07, 28"
19403,"2016, 11, 27"
11078,"2016, 07, 04"
9156,"2016, 06, 03"
6342,"2016, 04, 17"
20145,"2016, 12, 09"
5937,"2016, 10, 04"
5681,"2016, 04, 06"
4354,"2016, 03, 14"
15314,"2016, 09, 13"
4130,"2016, 03, 11"
18053,"2016, 04, 11"
13305,"2016, 08, 10"
9515,"2016, 06, 09"
8852,"2016, 05, 29"
18177,"2016, 11, 06"
14516,"2016, 08, 31"
14186,"2016, 08, 25"
13506,"2016, 08, 13"
5794,"2016, 07, 04"
16853,"2016, 10, 13"
19981,"2016, 12, 06"
5459,"2016, 04, 02"
16335,"2016, 10, 02"
10707,"2016, 06, 29"
3589,"2016, 03, 02"
3085,"2016, 02, 21"
3125,"2016, 02, 21"
16282,"2016, 10, 01"
14225,"2016, 08, 25"
7472,"2016, 05, 06"
15938,"2016, 09, 23"
19640,"2016, 11, 30"
20322,"2016, 12, 11"
21299,"2016, 12, 31"
4121,"2016, 03, 11"
2,"2016, 01, 01"
8175,"2016, 05, 17"
12281,"2016, 07, 24"
19961,"2016, 12, 05"
15770,"2016, 09, 21"
10291,"2016, 06, 22"
9818,"2016, 06, 14"
6966,"2016, 04, 27"
3300,"2016, 02, 25"
4665,"2016, 03, 20"
20761,"2016, 12, 18"
1643,"2016, 01, 28"
13077,"2016, 08, 06"
3256,"2016, 02, 24"
20782,"2016, 12, 19"
4302,"2016, 03, 14"
8104,"2016, 05, 15"
21077,"2016, 12, 24"
8979,"2016, 05, 31"
16804,"2016, 10, 11"
18855,"2016, 11, 18"
19319,"2016, 11, 26"
358,"2016, 01, 06"
13134,"2016, 08, 07"
9060,"2016, 06, 01"
12366,"2016, 07, 25"
16705,"2016, 10, 09"
20820,"2016, 12, 19"
16368,"2016, 10, 02"
15902,"2016, 09, 23"
16949,"2016, 10, 15"
18382,"2016, 11, 09"
2410,"2016, 10, 02"
14379,"2016, 08, 28"
7182,"2016, 05, 01"
4635,"2016, 03, 19"
2249,"2016, 02, 07"
2723,"2016, 02, 15"
21349,"2016, 12, 31"
11861,"2016, 07, 17"
15965,"2016, 09, 26"
7576,"2016, 05, 07"
13350,"2016, 08, 11"
11986,"2016, 07, 19"
1163,"2016, 01, 20"
20467,"2016, 12, 14"
10024,"2016, 06, 17"
16684,"2016, 10, 09"
3068,"2016, 02, 20"
14969,"2016, 09, 07"
5066,"2016, 03, 27"
7086,"2016, 04, 29"
16859,"2016, 10, 13"
8573,"2016, 05, 23"
16703,"2016, 10, 09"
11981,"2016, 07, 19"
13823,"2016, 08, 18"
859,"2016, 01, 15"
8469,"2016, 05, 22"
17107,"2016, 10, 16"
9308,"2016, 06, 05"
12473,"2016, 07, 27"
6461,"2016, 04, 19"
16811,"2016, 10, 11"
2124,"2016, 02, 05"
14031,"2016, 08, 22"
3268,"2016, 02, 24"
9218,"2016, 06, 04"
18454,"2016, 11, 11"
537,"2016, 01, 09"
13578,"2016, 08, 14"
11656,"2016, 07, 14"
13269,"2016, 08, 09"
4553,"2016, 03, 18"
3242,"2016, 02, 24"
7738,"2016, 10, 05"
21082,"2016, 12, 24"
10333,"2016, 06, 23"
5676,"2016, 04, 05"
1411,"2016, 01, 24"
2917,"2016, 02, 18"
10967,"2016, 07, 03"
9428,"2016, 06, 07"
4242,"2016, 03, 13"
16997,"2016, 10, 15"
20172,"2016, 12, 09"
8026,"2016, 05, 15"
14019,"2016, 08, 22"
18706,"2016, 11, 15"
21141,"2016, 12, 26"
11000,"2016, 07, 03"
8735,"2016, 05, 26"
17054,"2016, 10, 16"
3645,"2016, 03, 03"
14064,"2016, 08, 22"
1693,"2016, 01, 29"
1587,"2016, 01, 27"
3260,"2016, 02, 24"
21242,"2016, 12, 29"
11531,"2016, 07, 12"
8280,"2016, 05, 19"
11899,"2016, 07, 18"
3659,"2016, 03, 03"
710,"2016, 01, 12"
18013,"2016, 11, 03"
4031,"2016, 03, 09"
21186,"2016, 12, 28"
15037,"2016, 09, 09"
6851,"2016, 04, 25"
13163,"2016, 08, 08"
13203,"2016, 08, 08"
7513,"2016, 05, 06"
15835,"2016, 09, 22"
10254,"2016, 06, 21"
10917,"2016, 07, 02"
15651,"2016, 09, 18"
14678,"2016, 09, 02"
19647,"2016, 11, 30"
19817,"2016, 12, 03"
9529,"2016, 06, 09"
9041,"2016, 06, 01"
19827,"2016, 12, 03"
16110,"2016, 09, 28"
9657,"2016, 06, 11"
2453,"2016, 02, 10"
19719,"2016, 12, 01"
13503,"2016, 08, 13"
5334,"2016, 03, 31"
17820,"2016, 10, 31"
12987,"2016, 08, 05"
16848,"2016, 10, 13"
11374,"2016, 07, 09"
14631,"2016, 01, 09"
6974,"2016, 04, 27"
18419,"2016, 11, 10"
9605,"2016, 10, 06"
1294,"2016, 01, 22"
18918,"2016, 11, 19"
10817,"2016, 01, 07"
1900,"2016, 02, 01"
3758,"2016, 03, 05"
1741,"2016, 01, 30"
7503,"2016, 05, 06"
11586,"2016, 07, 13"
16065,"2016, 09, 28"
1157,"2016, 01, 20"
6501,"2016, 04, 19"
8206,"2016, 05, 17"
8946,"2016, 05, 30"
18057,"2016, 11, 04"
17742,"2016, 10, 29"
18917,"2016, 11, 19"
10467,"2016, 06, 25"
9491,"2016, 06, 08"
11947,"2016, 07, 18"
16998,"2016, 10, 15"
20835,"2016, 12, 20"
15706,"2016, 09, 19"
7631,"2016, 05, 08"
8522,"2016, 05, 23"
419,"2016, 01, 07"
6218,"2016, 04, 15"
10690,"2016, 06, 29"
10420,"2016, 06, 24"
16026,"2016, 09, 27"
14453,"2016, 08, 29"
5250,"2016, 03, 30"
10971,"2016, 03, 07"
13842,"2016, 08, 19"
13903,"2016, 08, 20"
11720,"2016, 07, 15"
2075,"2016, 04, 02"
322,"2016, 01, 06"
7821,"2016, 05, 12"
9533,"2016, 09, 06"
13620,"2016, 08, 15"
8185,"2016, 05, 17"
12353,"2016, 07, 25"
15727,"2016, 09, 20"
6119,"2016, 04, 13"
14951,"2016, 09, 07"
12244,"2016, 07, 23"
3922,"2016, 03, 07"
12103,"2016, 07, 21"
13231,"2016, 08, 09"
13139,"2016, 08, 07"
12148,"2016, 07, 22"
656,"2016, 01, 11"
297,"2016, 01, 05"
14112,"2016, 08, 23"
1809,"2016, 01, 31"
7580,"2016, 05, 08"
8672,"2016, 05, 25"
10897,"2016, 07, 02"
1292,"2016, 01, 22"
18601,"2016, 11, 13"
5555,"2016, 04, 03"
6113,"2016, 04, 13"
10892,"2016, 07, 02"
21292,"2016, 12, 31"
10969,"2016, 07, 03"
16938,"2016, 10, 14"
8136,"2016, 05, 16"
17137,"2016, 10, 17"
15441,"2016, 09, 15"
1887,"2016, 02, 01"
19913,"2016, 12, 04"
16272,"2016, 10, 01"
18478,"2016, 11, 11"
6873,"2016, 04, 25"
18475,"2016, 11, 11"
13922,"2016, 08, 20"
8924,"2016, 05, 30"
3835,"2016, 03, 06"
157,"2016, 01, 03"
4922,"2016, 03, 24"
13495,"2016, 08, 13"
14666,"2016, 02, 09"
12860,"2016, 03, 08"
3640,"2016, 03, 03"
21206,"2016, 12, 28"
15764,"2016, 09, 20"
2325,"2016, 02, 08"
10912,"2016, 02, 07"
1330,"2016, 01, 23"
5063,"2016, 03, 27"
827,"2016, 01, 14"
5788,"2016, 04, 07"
4952,"2016, 03, 25"
88,"2016, 01, 02"
11753,"2016, 07, 15"
17206,"2016, 10, 18"
4380,"2016, 03, 15"
18155,"2016, 11, 06"
12293,"2016, 07, 24"
7092,"2016, 04, 29"
17523,"2016, 10, 25"
1784,"2016, 01, 30"
1765,"2016, 01, 30"
16289,"2016, 10, 01"
1350,"2016, 01, 23"
14829,"2016, 09, 05"
9805,"2016, 06, 13"
7410,"2016, 05, 04"
20632,"2016, 12, 16"
14873,"2016, 09, 06"
1625,"2016, 01, 28"
9620,"2016, 06, 10"
19195,"2016, 11, 24"
4362,"2016, 03, 15"
11740,"2016, 07, 15"
1595,"2016, 01, 27"
2347,"2016, 02, 08"
12201,"2016, 07, 23"
13825,"2016, 08, 18"
8150,"2016, 05, 16"
19949,"2016, 05, 12"
9720,"2016, 12, 06"
3734,"2016, 03, 04"
13721,"2016, 08, 17"
3783,"2016, 03, 05"
196,"2016, 01, 03"
13123,"2016, 08, 07"
5490,"2016, 04, 02"
4089,"2016, 03, 10"
13037,"2016, 08, 06"
13091,"2016, 07, 08"
16655,"2016, 10, 08"
6607,"2016, 04, 21"
11431,"2016, 07, 10"
5715,"2016, 04, 06"
17075,"2016, 10, 16"
9748,"2016, 06, 12"
7584,"2016, 05, 08"
19697,"2016, 12, 01"
9613,"2016, 06, 10"
17383,"2016, 10, 22"
16918,"2016, 10, 14"
10114,"2016, 06, 19"
6953,"2016, 04, 27"
13855,"2016, 08, 19"
2041,"2016, 02, 03"
15093,"2016, 09, 10"
5126,"2016, 03, 27"
5443,"2016, 04, 02"
3797,"2016, 05, 03"
19234,"2016, 11, 25"
21118,"2016, 12, 26"
111,"2016, 01, 02"
21337,"2016, 12, 31"
10484,"2016, 06, 25"
20346,"2016, 12, 12"
13274,"2016, 08, 09"
1985,"2016, 02, 02"
3192,"2016, 02, 23"
18627,"2016, 11, 14"
11320,"2016, 07, 08"
8011,"2016, 05, 14"
10126,"2016, 06, 19"
16315,"2016, 10, 01"
18427,"2016, 11, 10"
17374,"2016, 10, 22"
20369,"2016, 12, 12"
7195,"2016, 05, 01"
14170,"2016, 08, 24"
21226,"2016, 12, 29"
8486,"2016, 05, 22"
20858,"2016, 12, 20"
7899,"2016, 05, 13"
19876,"2016, 12, 04"
10547,"2016, 06, 26"
10357,"2016, 06, 23"
16619,"2016, 10, 08"
5398,"2016, 04, 01"
6554,"2016, 04, 20"
2194,"2016, 02, 06"
13604,"2016, 08, 15"
9119,"2016, 06, 02"
4457,"2016, 03, 16"
1095,"2016, 01, 19"
20256,"2016, 10, 12"
16419,"2016, 10, 03"
18652,"2016, 11, 14"
3624,"2016, 02, 03"
189,"2016, 01, 03"
4566,"2016, 03, 18"
18083,"2016, 11, 04"
4827,"2016, 03, 23"
7343,"2016, 05, 03"
2096,"2016, 02, 04"
24,"2016, 01, 01"
15038,"2016, 09, 09"
2025,"2016, 02, 03"
20948,"2016, 12, 22"
11854,"2016, 07, 17"
6032,"2016, 04, 11"
1133,"2016, 01, 19"
2628,"2016, 02, 13"
16090,"2016, 09, 28"
699,"2016, 01, 12"
8218,"2016, 05, 17"
5692,"2016, 04, 06"
8753,"2016, 05, 27"
11001,"2016, 07, 03"
16207,"2016, 09, 30"
6809,"2016, 04, 24"
11913,"2016, 07, 18"
9946,"2016, 06, 16"
4777,"2016, 03, 21"
6280,"2016, 04, 16"
15334,"2016, 09, 13"
2316,"2016, 02, 08"
18854,"2016, 11, 18"
3660,"2016, 03, 03"
4504,"2016, 03, 17"
2860,"2016, 02, 17"
13281,"2016, 08, 10"
2672,"2016, 02, 14"
16199,"2016, 09, 30"
5072,"2016, 03, 27"
16151,"2016, 09, 29"
7571,"2016, 05, 07"
20993,"2016, 12, 22"
15585,"2016, 09, 17"
19441,"2016, 11, 27"
18021,"2016, 11, 03"
899,"2016, 01, 15"
9546,"2016, 09, 06"
12551,"2016, 07, 29"
19608,"2016, 11, 29"
20878,"2016, 12, 20"
17764,"2016, 10, 30"
20415,"2016, 12, 13"
19544,"2016, 11, 28"
17585,"2016, 10, 27"
4727,"2016, 03, 21"
11083,"2016, 07, 04"
7339,"2016, 05, 03"
18723,"2016, 11, 15"
13205,"2016, 08, 08"
996,"2016, 01, 17"
17031,"2016, 10, 15"
6614,"2016, 04, 21"
12304,"2016, 07, 24"
2181,"2016, 02, 06"
4924,"2016, 03, 24"
4001,"2016, 03, 09"
15318,"2016, 09, 13"
16839,"2016, 10, 13"
10051,"2016, 06, 18"
20519,"2016, 12, 15"
19158,"2016, 11, 23"
4450,"2016, 03, 16"
14811,"2016, 09, 05"
9161,"2016, 06, 03"
17411,"2016, 10, 23"
14603,"2016, 09, 01"
15445,"2016, 09, 15"
8934,"2016, 05, 30"
4838,"2016, 03, 23"
4794,"2016, 03, 22"
5093,"2016, 03, 27"
20271,"2016, 11, 12"
2056,"2016, 02, 03"
9784,"2016, 06, 13"
18450,"2016, 11, 10"
4741,"2016, 03, 21"
4548,"2016, 03, 18"
14142,"2016, 08, 24"
623,"2016, 01, 10"
20532,"2016, 12, 15"
10714,"2016, 06, 29"
47,"2016, 01, 01"
17572,"2016, 10, 27"
4309,"2016, 03, 14"
3526,"2016, 02, 28"
3536,"2016, 03, 01"
15377,"2016, 09, 14"
15657,"2016, 09, 18"
18848,"2016, 11, 18"
19555,"2016, 11, 28"
20027,"2016, 12, 06"
11169,"2016, 07, 06"
12312,"2016, 07, 24"
9526,"2016, 09, 06"
12825,"2016, 08, 02"
11475,"2016, 07, 11"
5342,"2016, 03, 31"
15389,"2016, 09, 14"
13270,"2016, 08, 09"
15297,"2016, 09, 12"
17480,"2016, 10, 24"
11272,"2016, 07, 07"
6965,"2016, 04, 27"
6013,"2016, 04, 11"
16650,"2016, 10, 08"
4094,"2016, 03, 10"
2951,"2016, 02, 19"
6967,"2016, 04, 27"
6657,"2016, 04, 22"
11551,"2016, 12, 07"
10604,"2016, 06, 27"
2976,"2016, 02, 19"
13323,"2016, 10, 08"
521,"2016, 01, 09"
19610,"2016, 11, 29"
1104,"2016, 01, 19"
19878,"2016, 12, 04"
718,"2016, 01, 12"
12274,"2016, 07, 24"
17668,"2016, 10, 28"
7284,"2016, 05, 02"
1644,"2016, 01, 28"
9234,"2016, 06, 04"
866,"2016, 01, 15"
1965,"2016, 02, 02"
4452,"2016, 03, 16"
10575,"2016, 06, 27"
16858,"2016, 10, 13"
5615,"2016, 04, 04"
10808,"2016, 07, 01"
3164,"2016, 02, 22"
12679,"2016, 07, 31"
17971,"2016, 11, 02"
19826,"2016, 12, 03"
10490,"2016, 06, 25"
14843,"2016, 09, 05"
18578,"2016, 11, 13"
13662,"2016, 08, 15"
5548,"2016, 04, 03"
4279,"2016, 03, 13"
7065,"2016, 04, 29"
1064,"2016, 01, 18"
4248,"2016, 03, 13"
15532,"2016, 09, 16"
12294,"2016, 07, 24"
4096,"2016, 03, 10"
17475,"2016, 10, 24"
6105,"2016, 04, 13"
15390,"2016, 09, 14"
1040,"2016, 01, 18"
11942,"2016, 07, 18"
18624,"2016, 11, 13"
12187,"2016, 07, 23"
9130,"2016, 06, 02"
18286,"2016, 11, 08"
564,"2016, 09, 01"
6083,"2016, 12, 04"
2590,"2016, 02, 12"
10080,"2016, 06, 18"
2394,"2016, 02, 09"
12144,"2016, 07, 22"
3252,"2016, 02, 24"
8032,"2016, 05, 15"
7384,"2016, 05, 04"
13081,"2016, 08, 06"
1931,"2016, 02, 01"
14104,"2016, 08, 23"
12136,"2016, 07, 22"
17751,"2016, 10, 30"
574,"2016, 01, 10"
12584,"2016, 07, 29"
7689,"2016, 05, 09"
4447,"2016, 03, 16"
15964,"2016, 09, 26"
1516,"2016, 01, 26"
13834,"2016, 08, 19"
5892,"2016, 04, 09"
382,"2016, 01, 07"
11890,"2016, 07, 17"
7652,"2016, 05, 09"
18970,"2016, 11, 20"
13858,"2016, 08, 19"
2336,"2016, 02, 08"
11455,"2016, 07, 10"
15506,"2016, 09, 16"
16947,"2016, 10, 15"
16754,"2016, 10, 10"
3222,"2016, 02, 23"
18880,"2016, 11, 18"
10941,"2016, 07, 03"
1422,"2016, 01, 24"
18741,"2016, 11, 16"
16018,"2016, 09, 27"
9713,"2016, 12, 06"
16488,"2016, 04, 10"
6062,"2016, 12, 04"
6839,"2016, 04, 25"
9245,"2016, 06, 04"
14933,"2016, 09, 07"
1232,"2016, 01, 21"
14734,"2016, 09, 03"
12516,"2016, 07, 28"
9323,"2016, 05, 06"
17810,"2016, 10, 31"
3587,"2016, 03, 02"
14456,"2016, 08, 29"
19972,"2016, 12, 05"
11518,"2016, 07, 11"
15225,"2016, 09, 11"
16052,"2016, 09, 27"
7883,"2016, 05, 13"
21036,"2016, 12, 23"
10463,"2016, 06, 25"
1782,"2016, 01, 30"
18055,"2016, 04, 11"
8738,"2016, 05, 27"
3940,"2016, 03, 08"
2960,"2016, 02, 19"
3276,"2016, 02, 24"
8327,"2016, 05, 20"
13799,"2016, 08, 18"
4083,"2016, 03, 10"
1728,"2016, 01, 30"
4958,"2016, 03, 25"
13255,"2016, 08, 09"
3400,"2016, 02, 26"
2225,"2016, 02, 06"
20616,"2016, 12, 16"
858,"2016, 01, 15"
20866,"2016, 12, 20"
1799,"2016, 01, 31"
1374,"2016, 01, 23"
17215,"2016, 10, 20"
582,"2016, 01, 10"
15167,"2016, 09, 11"
17392,"2016, 10, 23"
7848,"2016, 05, 12"
19475,"2016, 11, 27"
11545,"2016, 07, 12"
15456,"2016, 09, 15"
